Dataset_id,Name,Provider,Snippet,Tags,DOI,Website
Dataset_444,PRISM Long-Term Average Climate Dataset Norm91m,PRISM / OREGONSTATE,OREGONSTATE/PRISM/Norm91m,"climate, geophysical, oregonstate, precipitation, pressure, prism, temperature, vapor, weather",https://doi.org/10.1371/journal.pone.0141140,https://developers.google.com/earth-engine/datasets/catalog/OREGONSTATE_PRISM_Norm91m
Dataset_445,Greenland Ice & Ocean Mask - Greenland Mapping Project (GIMP),NASA NSIDC DAAC at CIRES,OSU/GIMP/2000_ICE_OCEAN_MASK,"arctic, gimp, greenland, ice, nasa, polar",https://doi.org/10.5067/B8X58MQBFUPA,https://developers.google.com/earth-engine/datasets/catalog/OSU_GIMP_2000_ICE_OCEAN_MASK
Dataset_446,2000 Greenland Mosaic - Greenland Ice Mapping Project (GIMP),NASA NSIDC DAAC at CIRES,OSU/GIMP/2000_IMAGERY_MOSAIC,"arctic, gimp, greenland, imagery, nasa, polar",https://doi.org/10.5067/4RNTRRE4JCYD,https://developers.google.com/earth-engine/datasets/catalog/OSU_GIMP_2000_IMAGERY_MOSAIC
Dataset_447,Greenland DEM - Greenland Mapping Project (GIMP),NASA NSIDC DAAC at CIRES,OSU/GIMP/DEM,"arctic, gimp, greenland, nasa, polar",https://doi.org/10.5067/NV34YUIXLP9W,https://developers.google.com/earth-engine/datasets/catalog/OSU_GIMP_DEM
Dataset_448,MEaSUREs Greenland Ice Velocity: Selected Glacier Site Velocity Maps from Optical Images Version 2,NASA NSIDC DAAC at CIRES,OSU/GIMP/ICE_VELOCITY_OPT,"arctic, gimp, greenland, ice, nasa, polar, velocity",https://doi.org/10.5067/VM5DZ20MYF5C,https://developers.google.com/earth-engine/datasets/catalog/OSU_GIMP_ICE_VELOCITY_OPT
Dataset_449,OpenET CONUS DisALEXI Monthly Evapotranspiration v2.0,"OpenET, Inc.",OpenET/DISALEXI/CONUS/GRIDMET/MONTHLY/v2_0,"conus, evapotranspiration, gridmet-derived, landsat-derived, monthly, openet, water",https://doi.org/10.3390/rs10060889,https://developers.google.com/earth-engine/datasets/catalog/OpenET_DISALEXI_CONUS_GRIDMET_MONTHLY_v2_0
Dataset_450,OpenET CONUS eeMETRIC Monthly Evapotranspiration v2.0,"OpenET, Inc.",OpenET/EEMETRIC/CONUS/GRIDMET/MONTHLY/v2_0,"conus, evapotranspiration, gridmet-derived, landsat-derived, monthly, openet, water",https://doi.org/10.13031/irrig.2020-038,https://developers.google.com/earth-engine/datasets/catalog/OpenET_EEMETRIC_CONUS_GRIDMET_MONTHLY_v2_0
Dataset_451,OpenET CONUS Ensemble Monthly Evapotranspiration v2.0,"OpenET, Inc.",OpenET/ENSEMBLE/CONUS/GRIDMET/MONTHLY/v2_0,"conus, evapotranspiration, gridmet-derived, landsat-derived, monthly, openet, water",https://doi.org/10.1111/1752-1688.12956,https://developers.google.com/earth-engine/datasets/catalog/OpenET_ENSEMBLE_CONUS_GRIDMET_MONTHLY_v2_0
Dataset_452,OpenET CONUS geeSEBAL Monthly Evapotranspiration v2.0,"OpenET, Inc.",OpenET/GEESEBAL/CONUS/GRIDMET/MONTHLY/v2_0,"conus, evapotranspiration, gridmet-derived, landsat-derived, monthly, openet, water",https://doi.org/10.1016/j.isprsjprs.2021.05.018,https://developers.google.com/earth-engine/datasets/catalog/OpenET_GEESEBAL_CONUS_GRIDMET_MONTHLY_v2_0
Dataset_453,OpenET CONUS PT-JPL Monthly Evapotranspiration v2.0,"OpenET, Inc.",OpenET/PTJPL/CONUS/GRIDMET/MONTHLY/v2_0,"conus, evapotranspiration, gridmet-derived, landsat-derived, monthly, openet, water",https://doi.org/10.1016/j.rse.2007.06.025,https://developers.google.com/earth-engine/datasets/catalog/OpenET_PTJPL_CONUS_GRIDMET_MONTHLY_v2_0
Dataset_454,OpenET CONUS SIMS Monthly Evapotranspiration v2.0,"OpenET, Inc.",OpenET/SIMS/CONUS/GRIDMET/MONTHLY/v2_0,"conus, evapotranspiration, gridmet-derived, landsat-derived, monthly, openet, water",https://doi.org/10.1111/1752-1688.12956,https://developers.google.com/earth-engine/datasets/catalog/OpenET_SIMS_CONUS_GRIDMET_MONTHLY_v2_0
Dataset_455,OpenET CONUS SSEBop Monthly Evapotranspiration v2.0,"OpenET, Inc.",OpenET/SSEBOP/CONUS/GRIDMET/MONTHLY/v2_0,"conus, evapotranspiration, gridmet-derived, landsat-derived, monthly, openet, water",https://doi.org/10.3390/rs15010260,https://developers.google.com/earth-engine/datasets/catalog/OpenET_SSEBOP_CONUS_GRIDMET_MONTHLY_v2_0
Dataset_456,OpenLandMap Long-term Land Surface Temperature Monthly Day-Night Difference,EnvirometriX Ltd,OpenLandMap/CLM/CLM_LST_MOD11A2-DAYNIGHT_M/v01,"day, envirometrix, lst, mod11a2, modis, monthly, night, opengeohub, openlandmap",https://doi.org/10.5281/zenodo.1420114,https://developers.google.com/earth-engine/datasets/catalog/OpenLandMap_CLM_CLM_LST_MOD11A2-DAYNIGHT_M_v01
Dataset_457,OpenLandMap Long-term Land Surface Temperature Daytime Monthly Median,EnvirometriX Ltd,OpenLandMap/CLM/CLM_LST_MOD11A2-DAY_M/v01,"envirometrix, lst, mod11a2, modis, monthly, opengeohub, openlandmap",https://doi.org/10.5281/zenodo.1420114,https://developers.google.com/earth-engine/datasets/catalog/OpenLandMap_CLM_CLM_LST_MOD11A2-DAY_M_v01
Dataset_458,OpenLandMap Long-term Land Surface Temperature Daytime Monthly Standard Deviation,EnvirometriX Ltd,OpenLandMap/CLM/CLM_LST_MOD11A2-DAY_SD/v01,"envirometrix, lst, mod11a2, modis, monthly, opengeohub, openlandmap",https://doi.org/10.5281/zenodo.1420114,https://developers.google.com/earth-engine/datasets/catalog/OpenLandMap_CLM_CLM_LST_MOD11A2-DAY_SD_v01
Dataset_459,OpenLandMap Precipitation Monthly,EnvirometriX Ltd,OpenLandMap/CLM/CLM_PRECIPITATION_SM2RAIN_M/v01,"envirometrix, imerg, monthly, opengeohub, openlandmap, precipitation",https://doi.org/10.5281/zenodo.1435912,https://developers.google.com/earth-engine/datasets/catalog/OpenLandMap_CLM_CLM_PRECIPITATION_SM2RAIN_M_v01
Dataset_460,OpenLandMap Potential Distribution of Biomes,EnvirometriX Ltd,OpenLandMap/PNV/PNV_BIOME-TYPE_BIOME00K_C/v01,"envirometrix, opengeohub, openlandmap, potential",https://doi.org/10.7910/DVN/QQHCIK,https://developers.google.com/earth-engine/datasets/catalog/OpenLandMap_PNV_PNV_BIOME-TYPE_BIOME00K_C_v01
Dataset_461,OpenLandMap Potential FAPAR Monthly,EnvirometriX Ltd,OpenLandMap/PNV/PNV_FAPAR_PROBA-V_D/v01,"envirometrix, fapar, monthly, opengeohub, openlandmap, potential",https://doi.org/10.7910/DVN/QQHCIK,https://developers.google.com/earth-engine/datasets/catalog/OpenLandMap_PNV_PNV_FAPAR_PROBA-V_D_v01
Dataset_462,OpenLandMap Soil Bulk Density,EnvirometriX Ltd,OpenLandMap/SOL/SOL_BULKDENS-FINEEARTH_USDA-4A1H_M/v02,"density, envirometrix, opengeohub, openlandmap, soil",https://doi.org/10.5281/zenodo.1475970,https://developers.google.com/earth-engine/datasets/catalog/OpenLandMap_SOL_SOL_BULKDENS-FINEEARTH_USDA-4A1H_M_v02
Dataset_463,OpenLandMap Clay Content,EnvirometriX Ltd,OpenLandMap/SOL/SOL_CLAY-WFRACTION_USDA-3A1A1A_M/v02,"clay, envirometrix, opengeohub, openlandmap, soil, usda",https://doi.org/10.5281/zenodo.1476854,https://developers.google.com/earth-engine/datasets/catalog/OpenLandMap_SOL_SOL_CLAY-WFRACTION_USDA-3A1A1A_M_v02
Dataset_464,OpenLandMap Predicted Hapludalfs Probability,EnvirometriX Ltd,OpenLandMap/SOL/SOL_GRTGROUP_USDA-SOILTAX-HAPLUDALFS_P/v01,"envirometrix, opengeohub, openlandmap",https://doi.org/10.5281/zenodo.1476844,https://developers.google.com/earth-engine/datasets/catalog/OpenLandMap_SOL_SOL_GRTGROUP_USDA-SOILTAX-HAPLUDALFS_P_v01
Dataset_465,OpenLandMap USDA Soil Taxonomy Great Groups,EnvirometriX Ltd,OpenLandMap/SOL/SOL_GRTGROUP_USDA-SOILTAX_C/v01,"envirometrix, opengeohub, openlandmap, soil, usda",https://doi.org/10.5281/zenodo.1476844,https://developers.google.com/earth-engine/datasets/catalog/OpenLandMap_SOL_SOL_GRTGROUP_USDA-SOILTAX_C_v01
Dataset_466,OpenLandMap Soil Organic Carbon Content,EnvirometriX Ltd,OpenLandMap/SOL/SOL_ORGANIC-CARBON_USDA-6A1C_M/v02,"carbon, envirometrix, opengeohub, openlandmap, soil",https://doi.org/10.5281/zenodo.1475457,https://developers.google.com/earth-engine/datasets/catalog/OpenLandMap_SOL_SOL_ORGANIC-CARBON_USDA-6A1C_M_v02
Dataset_467,OpenLandMap Soil pH in H2O,EnvirometriX Ltd,OpenLandMap/SOL/SOL_PH-H2O_USDA-4C1A2A_M/v02,"envirometrix, opengeohub, openlandmap, ph, soil",https://doi.org/10.5281/zenodo.1475459,https://developers.google.com/earth-engine/datasets/catalog/OpenLandMap_SOL_SOL_PH-H2O_USDA-4C1A2A_M_v02
Dataset_468,OpenLandMap Sand Content,EnvirometriX Ltd,OpenLandMap/SOL/SOL_SAND-WFRACTION_USDA-3A1A1A_M/v02,"envirometrix, opengeohub, openlandmap, sand, soil, usda",https://doi.org/10.5281/zenodo.1476851,https://developers.google.com/earth-engine/datasets/catalog/OpenLandMap_SOL_SOL_SAND-WFRACTION_USDA-3A1A1A_M_v02
Dataset_469,OpenLandMap Soil Texture Class (USDA System),EnvirometriX Ltd,OpenLandMap/SOL/SOL_TEXTURE-CLASS_USDA-TT_M/v02,"envirometrix, opengeohub, openlandmap, soil, usda",https://doi.org/10.5281/zenodo.1475451,https://developers.google.com/earth-engine/datasets/catalog/OpenLandMap_SOL_SOL_TEXTURE-CLASS_USDA-TT_M_v02
Dataset_470,OpenLandMap Soil Water Content at 33kPa (Field Capacity),EnvirometriX Ltd,OpenLandMap/SOL/SOL_WATERCONTENT-33KPA_USDA-4B1C_M/v01,"envirometrix, opengeohub, openlandmap, soil",https://doi.org/10.5281/zenodo.2629589,https://developers.google.com/earth-engine/datasets/catalog/OpenLandMap_SOL_SOL_WATERCONTENT-33KPA_USDA-4B1C_M_v01
Dataset_471,Oxford MAP EVI: Malaria Atlas Project Gap-Filled Enhanced Vegetation Index,Oxford Malaria Atlas Project,Oxford/MAP/EVI_5km_Monthly,"evi, map, oxford, vegetation",,https://developers.google.com/earth-engine/datasets/catalog/Oxford_MAP_EVI_5km_Monthly
Dataset_472,Oxford MAP: Malaria Atlas Project Fractional International Geosphere-Biosphere Programme Landcover,Oxford Malaria Atlas Project,Oxford/MAP/IGBP_Fractional_Landcover_5km_Annual,"landcover, map, oxford",,https://developers.google.com/earth-engine/datasets/catalog/Oxford_MAP_IGBP_Fractional_Landcover_5km_Annual
Dataset_473,Oxford MAP LST: Malaria Atlas Project Gap-Filled Daytime Land Surface Temperature,Oxford Malaria Atlas Project,Oxford/MAP/LST_Day_5km_Monthly,"lst, map, oxford, surface-temperature",,https://developers.google.com/earth-engine/datasets/catalog/Oxford_MAP_LST_Day_5km_Monthly
Dataset_474,Oxford MAP LST: Malaria Atlas Project Gap-Filled Nighttime Land Surface Temperature,Oxford Malaria Atlas Project,Oxford/MAP/LST_Night_5km_Monthly,"lst, map, oxford, surface-temperature",,https://developers.google.com/earth-engine/datasets/catalog/Oxford_MAP_LST_Night_5km_Monthly
Dataset_475,Oxford MAP TCB: Malaria Atlas Project Gap-Filled Tasseled Cap Brightness,Oxford Malaria Atlas Project,Oxford/MAP/TCB_5km_Monthly,"brightness, map, oxford, tasseled-cap, tcb",,https://developers.google.com/earth-engine/datasets/catalog/Oxford_MAP_TCB_5km_Monthly
Dataset_476,Oxford MAP TCW: Malaria Atlas Project Gap-Filled Tasseled Cap Wetness,Oxford Malaria Atlas Project,Oxford/MAP/TCW_5km_Monthly,"map, oxford, tasseled-cap, tcb",,https://developers.google.com/earth-engine/datasets/catalog/Oxford_MAP_TCW_5km_Monthly
Dataset_477,Accessibility to Healthcare 2019,Malaria Atlas Project,Oxford/MAP/accessibility_to_healthcare_2019,"accessibility, jrc, map, oxford, twente",,https://developers.google.com/earth-engine/datasets/catalog/Oxford_MAP_accessibility_to_healthcare_2019
Dataset_478,Global Friction Surface 2019,Malaria Atlas Project,Oxford/MAP/friction_surface_2019,"accessibility, jrc, map, oxford, twente",,https://developers.google.com/earth-engine/datasets/catalog/Oxford_MAP_friction_surface_2019
Dataset_479,RESOLVE Ecoregions 2017,RESOLVE Biodiversity and Wildlife Solutions,RESOLVE/ECOREGIONS/2017,"biodiversity, conservation, ecoregions, global",,https://developers.google.com/earth-engine/datasets/catalog/RESOLVE_ECOREGIONS_2017
Dataset_480,"Global map of Local Climate Zones, latest version",Bochum Urban Climate Lab,RUB/RUBCLIM/LCZ/global_lcz_map/latest,"climate, landcover, urban",https://doi.org/10.5281/zenodo.6364593,https://developers.google.com/earth-engine/datasets/catalog/RUB_RUBCLIM_LCZ_global_lcz_map_latest
Dataset_481,"Planet SkySat Public Ortho Imagery, Multispectral",Planet Labs Inc.,SKYSAT/GEN-A/PUBLIC/ORTHO/MULTISPECTRAL,"highres, multispectral, pansharpened, planet, skysat",,https://developers.google.com/earth-engine/datasets/catalog/SKYSAT_GEN-A_PUBLIC_ORTHO_MULTISPECTRAL
Dataset_482,"Planet SkySat Public Ortho Imagery, RGB",Planet Labs Inc.,SKYSAT/GEN-A/PUBLIC/ORTHO/RGB,"highres, pansharpened, planet, rgb, skysat",,https://developers.google.com/earth-engine/datasets/catalog/SKYSAT_GEN-A_PUBLIC_ORTHO_RGB
Dataset_483,Breathing Earth System Simulator (BESS) Radiation v1,Seoul National University (SNU),SNU/ESL/BESS/Rad/v1,"evapotranspiration, gpp, modis-derived, par, radiation, shortwave",,https://developers.google.com/earth-engine/datasets/catalog/SNU_ESL_BESS_Rad_v1
Dataset_484,Slovakia orthophotos,Slovakia orthophotomosaic,Slovakia/orthos/25cm,"orthophoto, rgb",,https://developers.google.com/earth-engine/datasets/catalog/Slovakia_orthos_25cm
Dataset_485,Spain RGB orthophotos 10 cm,Spain orthophotos,Spain/PNOA/PNOA10,"orthophoto, rgb",,https://developers.google.com/earth-engine/datasets/catalog/Spain_PNOA_PNOA10
Dataset_486,SWISSIMAGE 10 cm RGB imagery,Topography swisstopo,Switzerland/SWISSIMAGE/orthos/10cm,"orthophoto, rgb",,https://developers.google.com/earth-engine/datasets/catalog/Switzerland_SWISSIMAGE_orthos_10cm
Dataset_487,Actual Evapotranspiration for Australia (CMRSET Landsat V2.2),TERN Landscapes / CSIRO Land and Water,TERN/AET/CMRSET_LANDSAT_V2_2,"agriculture, australia, csiro, evaporation, evapotranspiration, hydrology, landsat-derived, tern",https://doi.org/10.1016/j.jhydrol.2021.127318,https://developers.google.com/earth-engine/datasets/catalog/TERN_AET_CMRSET_LANDSAT_V2_2
Dataset_488,TIGER: US Census Block Groups (BG) 2010,United States Census Bureau,TIGER/2010/BG,"census, city, neighborhood, tiger, urban, us",,https://developers.google.com/earth-engine/datasets/catalog/TIGER_2010_BG
Dataset_489,TIGER: US Census Blocks,United States Census Bureau,TIGER/2010/Blocks,"census, city, neighborhood, tiger, urban, us",,https://developers.google.com/earth-engine/datasets/catalog/TIGER_2010_Blocks
Dataset_490,TIGER: US Census Tracts Demographic - Profile 1,United States Census Bureau,TIGER/2010/Tracts_DP1,"census, tiger, us",,https://developers.google.com/earth-engine/datasets/catalog/TIGER_2010_Tracts_DP1
Dataset_491,TIGER: US Census 5-digit ZIP Code Tabulation Areas 2010,United States Census Bureau,TIGER/2010/ZCTA5,"census, tiger, us",,https://developers.google.com/earth-engine/datasets/catalog/TIGER_2010_ZCTA5
Dataset_492,TIGER: US Census Counties 2016,United States Census Bureau,TIGER/2016/Counties,"census, county, tiger, us",,https://developers.google.com/earth-engine/datasets/catalog/TIGER_2016_Counties
Dataset_493,TIGER: US Census Roads,United States Census Bureau,TIGER/2016/Roads,"census, tiger, us",,https://developers.google.com/earth-engine/datasets/catalog/TIGER_2016_Roads
Dataset_494,TIGER: US Census States 2016,United States Census Bureau,TIGER/2016/States,"census, state, states, tiger, us",,https://developers.google.com/earth-engine/datasets/catalog/TIGER_2016_States
Dataset_495,TIGER: US Census Counties 2018,United States Census Bureau,TIGER/2018/Counties,"census, county, tiger, us",,https://developers.google.com/earth-engine/datasets/catalog/TIGER_2018_Counties
Dataset_496,TIGER: US Census States 2018,United States Census Bureau,TIGER/2018/States,"census, state, states, tiger, us",,https://developers.google.com/earth-engine/datasets/catalog/TIGER_2018_States
Dataset_497,TIGER: US Census Block Groups (BG) 2020,United States Census Bureau,TIGER/2020/BG,"census, city, neighborhood, tiger, urban, us",,https://developers.google.com/earth-engine/datasets/catalog/TIGER_2020_BG
Dataset_498,TIGER: 2020 Tabulation (Census) Block,United States Census Bureau,TIGER/2020/TABBLOCK20,"census, city, neighborhood, tiger, urban, us",,https://developers.google.com/earth-engine/datasets/catalog/TIGER_2020_TABBLOCK20
Dataset_499,TIGER: US Census Tracts,United States Census Bureau,TIGER/2020/TRACT,"census, city, neighborhood, tiger, urban, us",,https://developers.google.com/earth-engine/datasets/catalog/TIGER_2020_TRACT
Dataset_500,TOMS and OMI Merged Ozone Data,NASA / GES DISC,TOMS/MERGED,"atmosphere, climate, geophysical, nasa, ozone",,https://developers.google.com/earth-engine/datasets/catalog/TOMS_MERGED
Dataset_501,TRMM 3B42: 3-Hourly Precipitation Estimates,NASA GES DISC at NASA Goddard Space Flight Center,TRMM/3B42,"3-hourly, climate, geophysical, jaxa, nasa, precipitation, rainfall, trmm, weather",,https://developers.google.com/earth-engine/datasets/catalog/TRMM_3B42
Dataset_502,TRMM 3B43: Monthly Precipitation Estimates,NASA GES DISC at NASA Goddard Space Flight Center,TRMM/3B43V7,"climate, geophysical, jaxa, nasa, precipitation, rainfall, trmm, weather",,https://developers.google.com/earth-engine/datasets/catalog/TRMM_3B43V7
Dataset_503,TUBerlin/BigEarthNet/v1,BigEarthNet,TUBerlin/BigEarthNet/v1,"copernicus, sentinel",,https://developers.google.com/earth-engine/datasets/catalog/TUBerlin_BigEarthNet_v1
Dataset_504,DESS China Terrace Map v1,"Department of Earth System Science, Tsinghua University (DESS, THU)",Tsinghua/DESS/ChinaTerraceMap/v1,"agriculture, landcover, landuse, tsinghua",https://doi.org/10.5194/essd-13-2437-2021,https://developers.google.com/earth-engine/datasets/catalog/Tsinghua_DESS_ChinaTerraceMap_v1
Dataset_505,Tsinghua FROM-GLC Year of Change to Impervious Surface,Tsinghua University,Tsinghua/FROM-GLC/GAIA/v10,"built, tsinghua, urban",,https://developers.google.com/earth-engine/datasets/catalog/Tsinghua_FROM-GLC_GAIA_v10
Dataset_506,CHIRPS Daily: Climate Hazards Group InfraRed Precipitation With Station Data (Version 2.0 Final),UCSB/CHG,UCSB-CHG/CHIRPS/DAILY,"chg, climate, geophysical, precipitation, ucsb, weather",,https://developers.google.com/earth-engine/datasets/catalog/UCSB-CHG_CHIRPS_DAILY
Dataset_507,CHIRPS Pentad: Climate Hazards Group InfraRed Precipitation With Station Data (Version 2.0 Final),UCSB/CHG,UCSB-CHG/CHIRPS/PENTAD,"chg, climate, geophysical, precipitation, ucsb, weather",,https://developers.google.com/earth-engine/datasets/catalog/UCSB-CHG_CHIRPS_PENTAD
Dataset_508,Primary Humid Tropical Forests,UMD/GLAD,UMD/GLAD/PRIMARY_HUMID_TROPICAL_FORESTS/v1,"forest, global, landsat-derived, umd",,https://developers.google.com/earth-engine/datasets/catalog/UMD_GLAD_PRIMARY_HUMID_TROPICAL_FORESTS_v1
Dataset_509,Hansen Global Forest Change v1.10 (2000-2022),Hansen/UMD/Google/USGS/NASA,UMD/hansen/global_forest_change_2022_v1_10,"forest, geophysical, landsat-derived, umd",https://doi.org/10.1126/science.1244693,https://developers.google.com/earth-engine/datasets/catalog/UMD_hansen_global_forest_change_2022_v1_10
Dataset_510,ArcticDEM Strips,University of Minnesota Polar Geospatial Center,UMN/PGC/ArcticDEM/V3/2m,"arctic, dem, geophysical, pgc, umn",https://doi.org/10.7910/DVN/OHHUKH,https://developers.google.com/earth-engine/datasets/catalog/UMN_PGC_ArcticDEM_V3_2m
Dataset_511,ArcticDEM Mosaic,University of Minnesota Polar Geospatial Center,UMN/PGC/ArcticDEM/V3/2m_mosaic,"arctic, dem, geophysical, pgc, umn",https://doi.org/10.7910/DVN/OHHUKH,https://developers.google.com/earth-engine/datasets/catalog/UMN_PGC_ArcticDEM_V3_2m_mosaic
Dataset_512,REMA Strips 2m,University of Minnesota Polar Geospatial Center,UMN/PGC/REMA/V1/2m,"dem, geophysical, pgc, rema, umn",https://doi.org/10.5194/tc-13-665-2019,https://developers.google.com/earth-engine/datasets/catalog/UMN_PGC_REMA_V1_2m
Dataset_513,REMA Strips 8m,University of Minnesota Polar Geospatial Center,UMN/PGC/REMA/V1/8m,"dem, geophysical, pgc, rema, umn",https://doi.org/10.5194/tc-13-665-2019,https://developers.google.com/earth-engine/datasets/catalog/UMN_PGC_REMA_V1_8m
Dataset_514,REMA Mosaic,University of Minnesota Polar Geospatial Center,UMN/PGC/REMA/V1_1/8m,"dem, geophysical, pgc, rema, umn",https://doi.org/10.5194/tc-13-665-2019,https://developers.google.com/earth-engine/datasets/catalog/UMN_PGC_REMA_V1_1_8m
Dataset_515,IrrMapper Irrigated Lands,University of Montana / Montana Climate Office,UMT/Climate/IrrMapper_RF/v1_1,landsat-derived,,https://developers.google.com/earth-engine/datasets/catalog/UMT_Climate_IrrMapper_RF_v1_1
Dataset_516,Landsat Gross Primary Production CONUS,University of Montana Numerical Terradynamic Simulation Group (NTSG),UMT/NTSG/v2/LANDSAT/GPP,"16-day, conus, gpp, gridmet-derived, landsat, mod17, nlcd-derived, photosynthesis, production, productivity",,https://developers.google.com/earth-engine/datasets/catalog/UMT_NTSG_v2_LANDSAT_GPP
Dataset_517,Landsat Net Primary Production CONUS,University of Montana Numerical Terradynamic Simulation Group (NTSG),UMT/NTSG/v2/LANDSAT/NPP,"conus, gridmet-derived, landsat, mod17, nlcd-derived, npp, photosynthesis, production, productivity, yearly",,https://developers.google.com/earth-engine/datasets/catalog/UMT_NTSG_v2_LANDSAT_NPP
Dataset_518,MODIS Gross Primary Production CONUS,University of Montana Numerical Terradynamic Simulation Group (NTSG),UMT/NTSG/v2/MODIS/GPP,"8-day, conus, gpp, gridmet-derived, mod09q1, mod17, modis, nlcd-derived, photosynthesis, production, productivity",,https://developers.google.com/earth-engine/datasets/catalog/UMT_NTSG_v2_MODIS_GPP
Dataset_519,MODIS Net Primary Production CONUS,University of Montana Numerical Terradynamic Simulation Group (NTSG),UMT/NTSG/v2/MODIS/NPP,"conus, gridmet-derived, mod09q1, mod17, modis, nlcd-derived, npp, photosynthesis, production, productivity, yearly",,https://developers.google.com/earth-engine/datasets/catalog/UMT_NTSG_v2_MODIS_NPP
Dataset_520,Murray Global Intertidal Change Data Mask,Murray/UQ/Google/USGS/NASA,UQ/murray/Intertidal/v1_1/data_mask,"coastal, google, intertidal, landsat-derived, murray, tidal-flats, uq",https://doi.org/10.1038/s41586-018-0805-8,https://developers.google.com/earth-engine/datasets/catalog/UQ_murray_Intertidal_v1_1_data_mask
Dataset_521,Murray Global Intertidal Change Classification,Murray/UQ/Google/USGS/NASA,UQ/murray/Intertidal/v1_1/global_intertidal,"coastal, google, intertidal, landsat-derived, murray, tidal-flats, uq",https://doi.org/10.1038/s41586-018-0805-8,https://developers.google.com/earth-engine/datasets/catalog/UQ_murray_Intertidal_v1_1_global_intertidal
Dataset_522,Murray Global Intertidal Change QA Pixel Count,Murray/UQ/Google/USGS/NASA,UQ/murray/Intertidal/v1_1/qa_pixel_count,"coastal, google, intertidal, landsat-derived, murray, tidal-flats, uq",https://doi.org/10.1038/s41586-018-0805-8,https://developers.google.com/earth-engine/datasets/catalog/UQ_murray_Intertidal_v1_1_qa_pixel_count
Dataset_523,NAIP: National Agriculture Imagery Program,"USDA Farm Production and Conservation - Business Center, Geospatial Enterprise Operations",USDA/NAIP/DOQQ,"agriculture, highres, imagery, usda",,https://developers.google.com/earth-engine/datasets/catalog/USDA_NAIP_DOQQ
Dataset_524,USDA NASS Cropland Data Layers,USDA National Agricultural Statistics Service,USDA/NASS/CDL,"cropland, landcover, usda",,https://developers.google.com/earth-engine/datasets/catalog/USDA_NASS_CDL
Dataset_525,"LSIB 2017: Large Scale International Boundary Polygons, Detailed","United States Department of State, Office of the Geographer",USDOS/LSIB/2017,"borders, boundaries, countries, dos, political, usdos",,https://developers.google.com/earth-engine/datasets/catalog/USDOS_LSIB_2017
Dataset_526,"LSIB 2017: Large Scale International Boundary Polygons, Simplified","United States Department of State, Office of the Geographer",USDOS/LSIB_SIMPLE/2017,"borders, boundaries, countries, dos, political, usdos",,https://developers.google.com/earth-engine/datasets/catalog/USDOS_LSIB_SIMPLE_2017
Dataset_527,USFS Landscape Change Monitoring System v2022.8 (CONUS and OCONUS),USDA Forest Service (USFS) Geospatial Technology and Applications Center (GTAC),USFS/GTAC/LCMS/v2022-8,"forest, gtac, landcover, landsat-derived, landuse, redcastle-resources, sentinel2-derived, usda, usfs",,https://developers.google.com/earth-engine/datasets/catalog/USFS_GTAC_LCMS_v2022-8
Dataset_528,Monitoring Trends in Burn Severity (MTBS) Burn Severity Images,Monitoring Trends in Burn Severity (MTBS),USFS/GTAC/MTBS/annual_burn_severity_mosaics/v1,"eros, fire, forest, gtac, landcover, landsat-derived, mtbs, redcastle-resources, usda, usfs, usgs",,https://developers.google.com/earth-engine/datasets/catalog/USFS_GTAC_MTBS_annual_burn_severity_mosaics_v1
Dataset_529,MTBS Burned Area Boundaries,Monitoring Trends in Burn Severity (MTBS),USFS/GTAC/MTBS/burned_area_boundaries/v1,"eros, fire, gtac, mtbs, usda, usfs, usgs, wildfire",,https://developers.google.com/earth-engine/datasets/catalog/USFS_GTAC_MTBS_burned_area_boundaries_v1
Dataset_530,USFS TreeMap v2016 (Conterminous United States),USDA Forest Service (USFS) Geospatial Technology and Applications Center (GTAC),USFS/GTAC/TreeMap/v2016,"biomass, carbon, climate-change, conus, forest, gtac, landcover, landfire, redcastle-resources, tree-cover, usfs, vegetation",,https://developers.google.com/earth-engine/datasets/catalog/USFS_GTAC_TreeMap_v2016
Dataset_531,USGS 3DEP 10m National Map Seamless (1/3 Arc-Second),United States Geological Survey,USGS/3DEP/10m,"3dep, dem, elevation, geophysical, topography, usgs",,https://developers.google.com/earth-engine/datasets/catalog/USGS_3DEP_10m
Dataset_532,USGS 3DEP National Map Spatial Metadata 1/3 Arc-Second (10m),United States Geological Survey,USGS/3DEP/10m_metadata,"3dep, usgs",,https://developers.google.com/earth-engine/datasets/catalog/USGS_3DEP_10m_metadata
Dataset_533,USGS 3DEP 1m National Map,United States Geological Survey,USGS/3DEP/1m,"3dep, dem, elevation, geophysical, topography, usgs",,https://developers.google.com/earth-engine/datasets/catalog/USGS_3DEP_1m
Dataset_534,USGS GAP Alaska 2001,USGS,USGS/GAP/AK/2001,"gap, landcover, landfire, usgs, vegetation",,https://developers.google.com/earth-engine/datasets/catalog/USGS_GAP_AK_2001
Dataset_535,USGS GAP CONUS 2011,USGS,USGS/GAP/CONUS/2011,"gap, landcover, landfire, usgs, vegetation",,https://developers.google.com/earth-engine/datasets/catalog/USGS_GAP_CONUS_2011
Dataset_536,USGS GAP Hawaii 2001,USGS,USGS/GAP/HI/2001,"gap, landcover, landfire, usgs, vegetation",,https://developers.google.com/earth-engine/datasets/catalog/USGS_GAP_HI_2001
