ID,Script_ID,Entity_Type,Value,Value_BAAI,Top1_Similarity_BAAI,Value_BERT,Top1_Similarity_BERT,Value_BERT0,Top1_Similarity_BERT0,Value_sentence-t5-large,Top1_Similarity_sentence-t5-large,Value_GPT3.5,Usage
348,script_187738.txt,Function,Image segmentation using SNIC algorithm,Image Segmentation,0.724809945,Sort Image Collection By Feature,0.999036074,Image Segmentation,0.937075019,Image Segmentation,0.915151238,Image Clustering,4944
349,script_187749.txt,Function,Composite annual NDVI images,Visualize NDVI And Date Information,0.701110125,Create RGB Composite Image,0.999265134,Cluster Image Data,0.939487159,Visualize NDVI And Date Information,0.852506161,Generate Time Series Data For NDVI Changes,4944
350,script_187749.txt,Function,Analyze NDVI trends,Visualize NDVI Results,0.76839447,Seasonal NDVI Analysis,0.999392569,Visualize Vegetation Data,0.941648662,Visualize NDVI Results,0.894231379,Temporal Analysis,4944
351,script_187749.txt,Function,Visualize NDVI time series,Visualize NDVI And Date Information,0.883722782,Visualize NDVI Results,0.999576032,Visualize NDVI Results,0.932717741,Visualize NDVI And Date Information,0.936837196,Generate Time Series Charts For NDVI,4965
352,script_187821.txt,Function,Cloud and snow masking,Image Cloud Masking,0.78283006,Cloud And Snow Masking,1.000000238,Cloud And Snow Masking,1.000000238,Image Cloud Masking,0.890791535,Cloud And Snow Masking,4965
353,script_187821.txt,Function,Image mosaic and clipping,Select And Clip Image,0.76544255,Image Mosaicking,0.999256611,Cloud And Cloud Shadow Masking,0.904880404,Clip Images To A Specific Region,0.908695042,Filter And Mosaic Landsat Images,4965
354,script_187821.txt,Function,Calculating NBR for pre- and post-fire images,Load and Display Pre- And Post-Fire Satellite Image,0.674827576,Calculate NBR for Post-Fire Image,0.999418497,Calculate NBR for Post-Fire Image,0.931963384,Generates Visual Comparisons Of Pre- And Post-Event Images,0.858624756,Calculate NBR For Pre-Fire Image,4965
355,script_187821.txt,Function,Calculating dNBR,Brightness Calculation,0.643936992,Calculate dNBR For Fire Severity,0.999106765,Gradient Calculation,0.943468094,Calculate Normalized Difference Water Body Index (NDWBI),0.862571418,Calculate Difference Normalized Burn Ratio (dNBR),4965
356,script_187821.txt,Function,Adding layers to map,Layer Addition To Map,0.926056027,Layer Addition To Map,0.999640405,Layer Addition To Map,0.952895999,Layer Addition To Map,0.955134749,Add A Legend,4946
357,script_187821.txt,Function,Calculating burned area,Calculate Burned Area,0.968256235,Calculate Burned Area,0.999814928,Calculate Burned Area,0.975073576,Calculate Burned Area,0.985124946,Calculate Burned Area,4946
358,script_187821.txt,Function,Adding a legend,Add A Legend,0.904242873,Add A Legend,0.999831438,Add A Legend,0.963406384,Add A Legend,0.965083599,Add A Legend,4946
359,script_187821.txt,Function,Exporting dNBR file,Export Sampled Data,0.670104384,Calculate dNBR For Fire Severity,0.998982549,Stacking Multiple Images,0.870093286,Export Raster Data,0.8596313,Export Difference Normalized Burn Ratio (dNBR),4946
360,script_187821.txt,Function,Exporting burned area stats as a CSV,Calculate Burned Area,0.736641526,Generate And Display A Scatter Plot,0.998893559,Export Statistics,0.910245895,Calculate Burned Area,0.848984838,Export Burned Area,4946
361,script_187822.txt,Function,Cloud and snow masking,Image Cloud Masking,0.78283006,Cloud And Snow Masking,1.000000238,Cloud And Snow Masking,1.000000238,Image Cloud Masking,0.890791535,Cloud And Snow Masking,4961
362,script_187822.txt,Function,Mosaicking and clipping images,Image Mosaicking,0.854728878,Image Mosaicking,0.999247968,Cloud And Snow Masking,0.875780284,Image Mosaicking,0.916369259,Filter And Mosaic Landsat Images,4961
363,script_187822.txt,Function,Calculating NBR for pre- and post-fire images,Load and Display Pre- And Post-Fire Satellite Image,0.674827576,Calculate NBR for Post-Fire Image,0.999418497,Calculate NBR for Post-Fire Image,0.931963384,Generates Visual Comparisons Of Pre- And Post-Event Images,0.858624756,Calculate NBR For Pre-Fire Image,4961
364,script_187822.txt,Function,Calculating dNBR,Brightness Calculation,0.643936992,Calculate dNBR For Fire Severity,0.999106765,Gradient Calculation,0.943468094,Calculate Normalized Difference Water Body Index (NDWBI),0.862571418,Calculate Difference Normalized Burn Ratio (dNBR),4961
365,script_187822.txt,Function,Adding layers to map,Layer Addition To Map,0.926056027,Layer Addition To Map,0.999640405,Layer Addition To Map,0.952895999,Layer Addition To Map,0.955134749,Layer Addition To Map,4961
366,script_187822.txt,Function,Calculating burned area,Calculate Burned Area,0.968256235,Calculate Burned Area,0.999814928,Calculate Burned Area,0.975073576,Calculate Burned Area,0.985124946,Burned Area Calculation,4954
367,script_187822.txt,Function,Exporting dNBR file,Export Sampled Data,0.670104384,Calculate dNBR For Fire Severity,0.998982549,Stacking Multiple Images,0.870093286,Export Raster Data,0.8596313,Export Difference Normalized Burn Ratio (dNBR),4954
368,script_187822.txt,Function,Exporting burned area stats as CSV,Calculate Burned Area,0.736442804,Export Burn Severity And Area Data,0.999020517,Export Statistics,0.90447557,Calculate Burned Area,0.849544525,Export Burned Area,4954
369,script_187825.txt,Function,Cloud and snow masking,Image Cloud Masking,0.78283006,Cloud And Snow Masking,1.000000238,Cloud And Snow Masking,1.000000238,Image Cloud Masking,0.890791535,Cloud And Snow Masking,4954
370,script_187825.txt,Function,Mosaicking and clipping images,Image Mosaicking,0.854728878,Image Mosaicking,0.999247968,Cloud And Snow Masking,0.875780284,Image Mosaicking,0.916369259,Filter And Mosaic Landsat Images,4954
371,script_187825.txt,Function,Calculating NBR for pre- and post-fire images,Load and Display Pre- And Post-Fire Satellite Image,0.674827576,Calculate NBR for Post-Fire Image,0.999418497,Calculate NBR for Post-Fire Image,0.931963384,Generates Visual Comparisons Of Pre- And Post-Event Images,0.858624756,Calculate NBR for Pre-Fire Image,4959
372,script_187825.txt,Function,Calculating dNBR,Brightness Calculation,0.643936992,Calculate dNBR For Fire Severity,0.999106765,Gradient Calculation,0.943468094,Calculate Normalized Difference Water Body Index (NDWBI),0.862571418,Calculate NBR for Post-Fire Image,4959
373,script_187825.txt,Function,Adding layers to the map,Layer Addition To Map,0.9115358,Add Tasseled Cap Transformation,0.99795115,Layer Addition To Map,0.954190969,Layer Addition To Map,0.939965606,Calculate Difference Normalized Burn Ratio (dNBR),4959
374,script_187825.txt,Function,Calculating burned area,Calculate Burned Area,0.968256235,Calculate Burned Area,0.999814928,Calculate Burned Area,0.975073576,Calculate Burned Area,0.985124946,Layer Addition To Map,4959
375,script_187825.txt,Function,Adding a legend,Add A Legend,0.904242873,Add A Legend,0.999831438,Add A Legend,0.963406384,Add A Legend,0.965083599,Calculate Burned Area,4959
376,script_187825.txt,Function,Exporting dNBR file,Export Sampled Data,0.670104384,Calculate dNBR For Fire Severity,0.998982549,Stacking Multiple Images,0.870093286,Export Raster Data,0.8596313,Exporting Classified Raster,4959
377,script_187825.txt,Function,Exporting burned area stats as a CSV,Calculate Burned Area,0.736641526,Generate And Display A Scatter Plot,0.998893559,Export Statistics,0.910245895,Calculate Burned Area,0.848984838,Export Burned Area,4959
378,script_187888.txt,Function,Cloud masking for Landsat 8 imagery,Image Cloud Masking,0.794408917,Cloud And Cloud Shadow Masking,0.999012291,Terrain Occlusion Masking,0.869318187,Image Cloud Masking,0.897637665,Cloud And Shade Masking,4959
379,script_187888.txt,Function,NDVI calculation for Landsat imagery,Visualize NDVI Results,0.681589186,Generate Time Series Data For NDVI Changes,0.999080777,Unit Conversion For Temperature Data,0.93277204,Visualize NDVI Results,0.841816008,Calculate NDVI And Date Information,4959
380,script_187888.txt,Function,Time band creation for images,Image Band Addition,0.751670659,Sort Image Collection By Time,0.999249578,Spatial Clipping,0.928556919,Image Band Manipulation,0.890882254,Generate Time Series Data For NDVI Changes,4959
381,script_187888.txt,Function,Image merging for time series analysis,Harmonization Of Images,0.715706944,Generate Time Series Charts Of Temperature Data,0.999032557,Time Series Analysis,0.919929922,Image Aggregation,0.882487893,Image Mosaicking,4970
382,script_187888.txt,Function,Region sampling for woodlot intermediate points,Boundary Extraction,0.621094227,Filter Image Collection By Date And Region,0.999054909,Sampling Regions For Test Data,0.95277369,Identify Outlier Areas,0.814260244,Sampling Regions For Training Data,4970
383,script_187895.txt,Function,Cloud masking for Landsat 8,Image Cloud Masking,0.752373219,Cloud And Cloud Shadow Masking,0.999013782,Image Cloud Masking,0.899433613,Image Cloud Masking,0.87404716,Image Cloud Masking,4970
384,script_187895.txt,Function,Cloud masking for Landsat 4-7,Image Cloud Masking,0.739216924,Remapping Land Cover Classes,0.998626709,Cloud And Shadow Removal,0.894789398,Image Cloud Masking,0.866013765,Image Cloud Masking,4970
385,script_187895.txt,Function,"BSI calculation for Landsat 8, 7, 5, 4","Merge, Harmonize, And Standardize Landsat Image Collections",0.549461603,Calculate Normalized Infrared Vegetation Index (NIRV),0.997787952,Unit Conversion For Hourly Dataset,0.878539622,Calculate Spectral Indices And Ratios From Satellite Bands,0.824859142,Calculate Spectral Indices And Ratios From Satellite Bands,4970
386,script_187895.txt,Function,Image collection filtering by date and location,Filter Image Collection By Date And Region,0.897858977,Filter Image Collection By Date And Region,0.999664128,Filter Image Collection By Date And Region,0.938192189,Filter Image Collection By Date And Region,0.96578151,Filter Image Collection By Date And Region,4956
387,script_187895.txt,Function,Feature sampling at training points,Feature Selection For Training,0.819608569,Feature Sampling For Training,0.999233961,Feature Sampling For Training,0.956778765,Feature Selection For Training,0.90266937,Sampling Regions For Training Data,4956
388,script_187895.txt,Function,Exporting processed data to CSV,Export Processed Data,0.826772511,Export Processed Data To Drive,0.999048173,Exporting Prediction Results,0.940309405,Export Processed Data,0.910698652,Export Processed Data,4956
389,script_188011.txt,Function,Temperature conversion from Kelvin to Celsius,Temperature Calculation,0.70786792,Derive Land Surface Temperature Using Thermal Properties,0.998902142,Brightness Temperature Difference Calculation,0.909695327,Temperature Calculation,0.858799934,Unit Conversion For Temperature Data,4956
390,script_188011.txt,Function,Clipping temperature data to specified geometry,Clip Images To Specific Geographic Boundaries,0.750816464,Clip Temperature Data To Area Of Interest,0.999150515,Stacking Multiple Images,0.906510592,Visualize Temperature Data,0.853353977,Clip Temperature Data To Area Of Interest,4956
391,script_188011.txt,Function,Calculating mean temperature for summer season,Temperature Calculation,0.775976777,Calculate Long-Term Averages,0.999081492,Estimating Soil Loss,0.925963044,Temperature Calculation,0.885069668,Calculate Temporal Spectral Indices,4960
392,script_188011.txt,Function,Exporting temperature data as CSV files,Visualize Temperature Data,0.741856277,Create Image Composites To Minimize Cloud Cover,0.998909593,Exporting Prediction Results,0.909522891,Export Time Series Data,0.857714474,Export Processed Images To Drive,4960
393,script_188030.txt,Function,Cloud masking to remove clouds from images,Image Cloud Masking,0.844744325,Image Cloud Masking,0.998972297,Image Cloud Masking,0.935293794,Image Cloud Masking,0.943805456,Cloud And Shade Masking,4960
394,script_188030.txt,Function,NDVI calculation for vegetation health assessment,Calculate Environmental And Vegetation Indices,0.700132787,Calculate dNBR For Fire Severity,0.999216318,Area Degradation Calculation,0.946352065,Calculate Environmental And Vegetation Indices,0.864058316,Calculate Environmental And Vegetation Indices,4960
395,script_188030.txt,Function,Exporting time-series data for further analysis,Export Time Series Data,0.876445234,Convert And Format Spatial Data For Export,0.999037981,Creating Median Composites For Specific Time Periods,0.875985742,Export Time Series Data,0.931643844,Export Time Series Data,4960
