ancestor_note,sub_note,similarity
METAMORPHIC ROCK AGE DETERMINATIONS,METAMORPHIC ROCKS,0.796158911
METAMORPHIC ROCK FORMATION,METAMORPHIC ROCKS,0.796158911
METAMORPHIC ROCK PHYSICAL/OPTICAL PROPERTIES,METAMORPHIC ROCKS,0.917339884
ELECTRICIAL,METAMORPHIC ROCK PHYSICAL/OPTICAL PROPERTIES,0.829946345
METAMORPHIC ROCK VERTICAL/GEOGRAPHIC DISTRIBUTION,METAMORPHIC ROCKS,0.796158911
METEORITES,ROCKS/MINERALS/CRYSTALS,0.710254914
METEORITE AGE DETERMINATIONS,METEORITES,0.796158911
METEORITE ORIGIN,METEORITES,0.796158911
METEORITE PHYSICAL/OPTICAL PROPERTIES,METEORITES,0.917339884
METEORITE VERTICAL/GEOGRPAHIC DISTRIBUTION,METEORITES,0.796158911
MINERALS,ROCKS/MINERALS/CRYSTALS,0.715593174
MINERAL AGE DETERMINATIONS,MINERALS,0.790589579
MINERAL FORMATION,MINERALS,0.790589579
MINERAL PHYSICAL/OPTICAL PROPERTIES,MINERALS,0.911564744
MINERAL VERTICAL/GEOGRAPHIC DISTRIBUTION,MINERALS,0.790589579
MINERALOIDS,MINERALS,0.790589579
NON-METALLIC MINERALS,ROCKS/MINERALS/CRYSTALS,0.710254914
NON-METALLIC MINERAL AGE DETERMINATIONS,NON-METALLIC MINERALS,0.796158911
NON-METALLIC MINERAL FORMATION,NON-METALLIC MINERALS,0.796158911
NON-METALLIC MINERAL PHYSICAL/OPTICAL PROPERTIES,NON-METALLIC MINERALS,0.917339884
NON-METALLIC MINERAL VERTICAL/GEOGRAPHIC DISTRIBUTION,NON-METALLIC MINERALS,0.796158911
SEDIMENTARY ROCKS,ROCKS/MINERALS/CRYSTALS,0.715593174
COAL,SEDIMENTARY ROCKS,0.790589579
SEDIMENTARY ROCK AGE DETERMINATIONS,SEDIMENTARY ROCKS,0.790589579
SEDIMENTARY ROCK FORMATION,SEDIMENTARY ROCKS,0.790589579
SEDIMENTARY ROCK PHYSICAL/OPTICAL PROPERTIES,SEDIMENTARY ROCKS,0.911564744
SEDIMENTARY ROCK VERTICAL/GEOGRAPHIC DISTRIBUTION,SEDIMENTARY ROCKS,0.790589579
TECTONICS,SOLID EARTH,0.603573559
CORE PROCESSES,TECTONICS,0.692657431
EARTHQUAKE MAGNITUDE/INTENSITY,EARTHQUAKES,0.860596437
EARTHQUAKE OCCURRENCES,EARTHQUAKES,0.860596437
EARTHQUAKE PREDICTIONS,EARTHQUAKES,0.860596437
SEISMIC PROFILE,EARTHQUAKES,0.886972877
SEISMIC BODY WAVES,SEISMIC PROFILE,0.925499031
SEISMIC SURFACE WAVES,SEISMIC PROFILE,0.925499031
NEOTECTONICS,TECTONICS,0.692657431
CRUSTAL MOTION DIRECTION,CRUSTAL MOTION,0.925499031
CRUSTAL MOTION RATE,CRUSTAL MOTION,0.925499031
FAULT MOVEMENT,PLATE TECTONICS,0.821985165
FAULT MOVEMENT DIRECTION,FAULT MOVEMENT,0.925499031
FAULT MOVEMENT RATE,FAULT MOVEMENT,0.925499031
ISOSTATIC REBOUND,PLATE TECTONICS,0.821985165
REBOUND DIRECTION,ISOSTATIC REBOUND,0.925499031
REBOUND RATE,ISOSTATIC REBOUND,0.925499031
LITHOSPHERIC PLATE MOTION,PLATE TECTONICS,0.821985165
PLATE MOTION DIRECTION,LITHOSPHERIC PLATE MOTION,0.925499031
PLATE MOTION RATE,LITHOSPHERIC PLATE MOTION,0.925499031
PLATE BOUNDARIES,PLATE TECTONICS,0.796158911
STRAIN,PLATE TECTONICS,0.796158911
STRESS,PLATE TECTONICS,0.796158911
ERUPTION DYNAMICS,VOLCANIC ACTIVITY,0.919970402
ASH/DUST COMPOSITION,ERUPTION DYNAMICS,0.816413489
ASH/DUST DISPERSION,ERUPTION DYNAMICS,0.816413489
GAS/AEROSOL COMPOSITION,ERUPTION DYNAMICS,0.816413489
GAS/AEROSOL DISPERSION,ERUPTION DYNAMICS,0.816413489
LAVA COMPOSITION/TEXTURE,ERUPTION DYNAMICS,0.816413489
LAVA SPEED/FLOW,ERUPTION DYNAMICS,0.816413489
MAGMA COMPOSITION/TEXTURE,ERUPTION DYNAMICS,0.816413489
MAGMA SPEED/FLOW,ERUPTION DYNAMICS,0.816413489
PYROCLASTIC PARTICAL SIZE DISTRIBUTION,ERUPTION DYNAMICS,0.816413489
PYROCLASTICS COMPOSITION/TEXTURE,ERUPTION DYNAMICS,0.816413489
VOLCANIC EXPLOSIVITY,ERUPTION DYNAMICS,0.816413489
VOLCANIC GASES,ERUPTION DYNAMICS,0.816413489
VOLCANO MAGNITUDE/INTENSITY,VOLCANIC ACTIVITY,0.785332967
VOLCANO OCCURRENCES,VOLCANIC ACTIVITY,0.785332967
VOLCANO PREDICTIONS,VOLCANIC ACTIVITY,0.785332967
SPECTRAL/ENGINEERING,Earth Science,0
GAMMA RAY,SPECTRAL/ENGINEERING,0.603642143
GAMMA RAY FLUX,GAMMA RAY,0.900735986
INFRARED WAVELENGTHS,SPECTRAL/ENGINEERING,0.684667003
BRIGHTNESS TEMPERATURE,MICROWAVE,0.829952463
INFRARED FLUX,INFRARED WAVELENGTHS,0.809885237
INFRARED IMAGERY,INFRARED WAVELENGTHS,0.809885237
INFRARED RADIANCE,INFRARED WAVELENGTHS,0.809885237
REFLECTED INFRARED,INFRARED WAVELENGTHS,0.809885237
SENSOR COUNTS,VISIBLE WAVELENGTHS,0.842323637
THERMAL INFRARED,INFRARED WAVELENGTHS,0.809885237
LIDAR,SPECTRAL/ENGINEERING,0.654865603
APPARENT SURFACE REFLECTIVITY,LIDAR,0.842323637
LIDAR BACKSCATTER,LIDAR,0.842323637
LIDAR DEPOLARIZATION RATIO,LIDAR,0.842323637
LIDAR WAVEFORM,LIDAR,0.842323637
MICROWAVE,SPECTRAL/ENGINEERING,0.666112735
ANTENNA TEMPERATURE,MICROWAVE,0.829952463
MICROWAVE IMAGERY,MICROWAVE,0.829952463
MICROWAVE RADIANCE,MICROWAVE,0.829952463
PLATFORM CHARACTERISTICS,SPECTRAL/ENGINEERING,0.692565177
AIRSPEED/GROUND SPEED,PLATFORM CHARACTERISTICS,0.80146929
ATTITUDE CHARACTERISTICS,PLATFORM CHARACTERISTICS,0.80146929
CALIBRATION,PLATFORM CHARACTERISTICS,0.80146929
DATA SYNCHRONIZATION TIME,PLATFORM CHARACTERISTICS,0.80146929
FLIGHT DATA LOGS,PLATFORM CHARACTERISTICS,0.80146929
LINE OF SIGHT VELOCITY,PLATFORM CHARACTERISTICS,0.80146929
ORBITAL CHARACTERISTICS,PLATFORM CHARACTERISTICS,0.80146929
VIEWING GEOMETRY,SENSOR CHARACTERISTICS,0.786853286
RADAR,SPECTRAL/ENGINEERING,0.712644557
DOPPLER VELOCITY,RADAR,0.78040436
MEAN RADIAL VELOCITY,RADAR,0.78040436
RADAR BACKSCATTER,RADAR,0.78040436
COMMON MIDPOINT GATHER,RADAR BACKSCATTER,0.934542359
RADAR CROSS-SECTION,RADAR,0.78040436
RADAR IMAGERY,RADAR,0.78040436
RADAR REFLECTIVITY,RADAR,0.78040436
Two-Way Travel Time,RADAR REFLECTIVITY,0.934542359
RADIAL VELOCITY,RADAR,0.78040436
RETURN POWER,RADAR,0.78040436
SIGMA NAUGHT,RADAR,0.78040436
SPECTRUM WIDTH,RADAR,0.78040436
RADIO WAVE,SPECTRAL/ENGINEERING,0.603642143
RADIO WAVE FLUX,RADIO WAVE,0.900735986
SENSOR CHARACTERISTICS,SPECTRAL/ENGINEERING,0.70644966
DOME TEMPERATURE,SENSOR CHARACTERISTICS,0.786853286
GEOLOCATION,SENSOR CHARACTERISTICS,0.786853286
PHASE AND AMPLITUDE,SENSOR CHARACTERISTICS,0.786853286
SINK TEMPERATURE,SENSOR CHARACTERISTICS,0.786853286
THERMAL PROPERTIES,SENSOR CHARACTERISTICS,0.786853286
TOTAL PRESSURE,SENSOR CHARACTERISTICS,0.786853286
TOTAL TEMPERATURE,SENSOR CHARACTERISTICS,0.786853286
ULTRAVIOLET SENSOR TEMPERATURE,SENSOR CHARACTERISTICS,0.786853286
ULTRAVIOLET WAVELENGTHS,SPECTRAL/ENGINEERING,0.641606649
ULTRAVIOLET FLUX,ULTRAVIOLET WAVELENGTHS,0.857113253
ULTRAVIOLET RADIANCE,ULTRAVIOLET WAVELENGTHS,0.857113253
VISIBLE WAVELENGTHS,SPECTRAL/ENGINEERING,0.654865603
VISIBLE FLUX,VISIBLE WAVELENGTHS,0.842323637
VISIBLE IMAGERY,VISIBLE WAVELENGTHS,0.842323637
VISIBLE RADIANCE,VISIBLE WAVELENGTHS,0.842323637
X-RAY,SPECTRAL/ENGINEERING,0.603642143
X-RAY FLUX,SOLAR ENERGETIC PARTICLE FLUX,0.80146929
IONOSPHERE/MAGNETOSPHERE DYNAMICS,SUN-EARTH INTERACTIONS,0.724614233
AURORAE,IONOSPHERE/MAGNETOSPHERE DYNAMICS,0.793839469
ELECTRIC FIELDS/ELECTRIC CURRENTS,IONOSPHERE/MAGNETOSPHERE DYNAMICS,0.793839469
ION CHEMISTRY/IONIZATION,IONOSPHERE/MAGNETOSPHERE DYNAMICS,0.793839469
MAGNETIC FIELDS/MAGNETIC CURRENTS,IONOSPHERE/MAGNETOSPHERE DYNAMICS,0.793839469
MAGNETIC STORMS,IONOSPHERE/MAGNETOSPHERE DYNAMICS,0.793839469
PLASMA WAVES,IONOSPHERE/MAGNETOSPHERE DYNAMICS,0.793839469
SOLAR WIND,IONOSPHERE/MAGNETOSPHERE DYNAMICS,0.793839469
SOLAR ACTIVITY,SUN-EARTH INTERACTIONS,0.763965652
CORONA,SOLAR ACTIVITY,0.753887809
CORONA HOLES,SOLAR ACTIVITY,0.753887809
CORONAL MASS EJECTIONS,SOLAR ACTIVITY,0.753887809
COSMIC RAYS,SOLAR ACTIVITY,0.753887809
SOLAR ACTIVE REGIONS,SOLAR ACTIVITY,0.753887809
SOLAR FLARES,SOLAR ACTIVITY,0.753887809
SOLAR IMAGERY,SOLAR ACTIVITY,0.753887809
SOLAR OSCILLATIONS,SOLAR ACTIVITY,0.753887809
SOLAR PROMINENCES/SOLAR FILAMENTS,SOLAR ACTIVITY,0.753887809
SOLAR RADIO WAVE EMISSIONS,SOLAR ACTIVITY,0.753887809
SOLAR SYNOPTIC MAPS,SOLAR ACTIVITY,0.753887809
SOLAR ULTRAVIOLET EMISSIONS,SOLAR ACTIVITY,0.753887809
SOLAR VELOCITY FIELDS,SOLAR ACTIVITY,0.753887809
SOLAR X-RAY EMISSIONS,SOLAR ACTIVITY,0.753887809
SUNSPOTS,SOLAR ACTIVITY,0.753887809
SOLAR ENERGETIC PARTICLE FLUX,SUN-EARTH INTERACTIONS,0.717278193
ALPHA PARTICLE FLUX,SOLAR ENERGETIC PARTICLE FLUX,0.80146929
ELECTRON FLUX,SOLAR ENERGETIC PARTICLE FLUX,0.80146929
HEAVY NUCLEI FLUX,SOLAR ENERGETIC PARTICLE FLUX,0.80146929
ION FLUX,SOLAR ENERGETIC PARTICLE FLUX,0.80146929
NEUTRAL PARTICLE FLUX,SOLAR ENERGETIC PARTICLE FLUX,0.80146929
PROTON FLUX,SOLAR ENERGETIC PARTICLE FLUX,0.80146929
SUB-ATOMIC PARTICLE FLUX,SOLAR ENERGETIC PARTICLE FLUX,0.80146929
SOLAR ENERGETIC PARTICLE PROPERTIES,SUN-EARTH INTERACTIONS,0.709251073
ENERGY DEPOSITION,SOLAR ENERGETIC PARTICLE PROPERTIES,0.809885237
PARTICLE COMPOSITION,SOLAR ENERGETIC PARTICLE PROPERTIES,0.809885237
PARTICLE DENSITY,SOLAR ENERGETIC PARTICLE PROPERTIES,0.809885237
PARTICLE DISTRIBUTION FUNCTIONS,SOLAR ENERGETIC PARTICLE PROPERTIES,0.809885237
PARTICLE SPEED,SOLAR ENERGETIC PARTICLE PROPERTIES,0.809885237
PARTICLE TEMPERATURE,SOLAR ENERGETIC PARTICLE PROPERTIES,0.809885237
TERRESTRIAL HYDROSPHERE,Earth Science,0
GROUND WATER,TERRESTRIAL HYDROSPHERE,0.665411645
GROUND WATER FEATURES,GROUND WATER,0.762714959
AQUIFERS,GROUND WATER FEATURES,0.88905287
FRESHWATER SPRINGS,GROUND WATER FEATURES,0.88905287
WATER TABLE,GROUND WATER FEATURES,0.88905287
WATER TABLE DEPTH,WATER TABLE,0.952202293
GROUND WATER PROCESSES/MEASUREMENTS,GROUND WATER,0.893249192
AQUIFER RECHARGE,SURFACE WATER PROCESSES/MEASUREMENTS,0.795558992
AQUIFER DEPTH,AQUIFER RECHARGE,0.905712131
RECHARGE AMOUNT,AQUIFER RECHARGE,0.905712131
RECHARGE FREQUENCY,AQUIFER RECHARGE,0.905712131
DISCHARGE,GROUND WATER PROCESSES/MEASUREMENTS,0.784114204
DISCHARGE AMOUNT,DISCHARGE,0.925499031
DISCHARGE RATE,DISCHARGE,0.925499031
DISPERSION,GROUND WATER PROCESSES/MEASUREMENTS,0.784114204
DISPERSION FREQUENCY,DISPERSION,0.925499031
DISPERSION RATE,DISPERSION,0.925499031
DRAINAGE,SURFACE WATER PROCESSES/MEASUREMENTS,0.776542453
DRAINAGE AMOUNT,DRAINAGE,0.925499031
DRAINAGE DIRECTION,DRAINAGE,0.925499031
INFILTRATION,GROUND WATER PROCESSES/MEASUREMENTS,0.803194438
INFILTRATION AMOUNT,INFILTRATION,0.905712131
INFILTRATION FREQUENCY,INFILTRATION,0.905712131
INFILTRATION RATE,INFILTRATION,0.905712131
SUBSIDENCE AMOUNT,LAND SUBSIDENCE,0.925499031
SUBSIDENCE RATE,LAND SUBSIDENCE,0.925499031
PERCOLATION,GROUND WATER PROCESSES/MEASUREMENTS,0.784114204
PERCOLATION AMOUNT,PERCOLATION,0.925499031
PERCOLATION RATE,PERCOLATION,0.925499031
INTRUSION AMOUNT,SALTWATER INTRUSION,0.925499031
INTRUSION RATE,SALTWATER INTRUSION,0.925499031
SUBSURFACE FLOW,GROUND WATER PROCESSES/MEASUREMENTS,0.803194438
AVERAGE FLOW,DISCHARGE/FLOW,0.88985509
FLOW VELOCITY,DISCHARGE/FLOW,0.88985509
PEAK FLOW,DISCHARGE/FLOW,0.88985509
GROUNDWATER CHEMISTRY,GROUND WATER,0.719937793
LIQUID WATER CONTENT,SNOW/ICE,0.716832502
SURFACE MASS,TERRESTRIAL HYDROSPHERE,0.544305014
LIQUID WATER EQUIVALENT THICKNESS (LWET),SURFACE MASS,0.857113253
MASS BALANCE,SURFACE MASS,0.857113253
MASS TRANSPORT,SURFACE MASS,0.857113253
SURFACE WATER,TERRESTRIAL HYDROSPHERE,0.689784311
SURFACE WATER CHEMISTRY,SURFACE WATER,0.695064901
SURFACE WATER FEATURES,SURFACE WATER,0.764328776
DRAINAGE BASINS,SURFACE WATER FEATURES,0.860596437
LAKES/RESERVOIRS,SURFACE WATER FEATURES,0.860596437
RIVERS/STREAMS,SURFACE WATER FEATURES,0.860596437
WATER CHANNELS,SURFACE WATER FEATURES,0.860596437
SURFACE WATER PROCESSES/MEASUREMENTS,SURFACE WATER,0.874263468
DISCHARGE/FLOW,SURFACE WATER PROCESSES/MEASUREMENTS,0.810963186
BASE FLOW,DISCHARGE/FLOW,0.88985509
FLOOD FREQUENCY,FLOODS,0.925499031
FLOOD LEVELS,FLOODS,0.925499031
HYDROPATTERN,SURFACE WATER PROCESSES/MEASUREMENTS,0.751233468
HYDROPERIOD,SURFACE WATER PROCESSES/MEASUREMENTS,0.751233468
INUNDATION AMOUNT,INUNDATION,0.905712131
INUNDATION FREQUENCY,INUNDATION,0.905712131
INUNDATION LEVEL,INUNDATION,0.905712131
RUNOFF RATE,RUNOFF,0.925499031
TOTAL RUNOFF,RUNOFF,0.925499031
STAGE HEIGHT,SURFACE WATER PROCESSES/MEASUREMENTS,0.751233468
TOTAL SURFACE WATER,SURFACE WATER PROCESSES/MEASUREMENTS,0.751233468
WATER YIELD,SURFACE WATER PROCESSES/MEASUREMENTS,0.751233468
WATERSHED CHARACTERISTICS,SURFACE WATER,0.764328776
WATERSHED BOUNDARIES,WATERSHED CHARACTERISTICS,0.860596437
WATERSHED DRAINAGE,WATERSHED CHARACTERISTICS,0.860596437
WATERSHED LENGTH,WATERSHED CHARACTERISTICS,0.860596437
WATERSHED SHAPE,WATERSHED CHARACTERISTICS,0.860596437
WATERSHED SLOPE,WATERSHED CHARACTERISTICS,0.860596437
WATER BUDGET,TERRESTRIAL HYDROSPHERE,0.52949378
HYDROLOGIC REGIME,WATER BUDGET,0.875631794
TERRESTRIAL WATER STORAGE,WATER BUDGET,0.875631794
WATER QUALITY/WATER CHEMISTRY,TERRESTRIAL HYDROSPHERE,0.748269498
CONTAMINANTS,WATER QUALITY/WATER CHEMISTRY,0.819501447
ARSENIC,CONTAMINANTS,0.744274356
BARIUM,CONTAMINANTS,0.744274356
CARCINOGENS,CONTAMINANTS,0.744274356
CHROMIUM,CONTAMINANTS,0.744274356
COPPER,CONTAMINANTS,0.744274356
DISINFECTANTS,CONTAMINANTS,0.744274356
HARMFUL ALGAL BLOOMS (HABs),CONTAMINANTS,0.744274356
METALS/MINERALS,CONTAMINANTS,0.744274356
PATHOGEN,CONTAMINANTS,0.744274356
PETROLEUM HYDROCARBONS,CONTAMINANTS,0.744274356
SELENIUM,CONTAMINANTS,0.744274356
SEWAGE OVERFLOWS,CONTAMINANTS,0.744274356
TITANIUM,CONTAMINANTS,0.744274356
TOXIC CHEMICALS,CONTAMINANTS,0.744274356
TRACE METALS,CONTAMINANTS,0.744274356
ZINC,CONTAMINANTS,0.744274356
GASES,WATER QUALITY/WATER CHEMISTRY,0.693282597
DISSOLVED CARBON DIOXIDE,GASES,0.873570489
DISSOLVED NITROGEN,GASES,0.873570489
DISSOLVED OXYGEN,GASES,0.873570489
RADIOISOTOPES,ISOTOPES,0.908396025
PHOSPHOROUS,NUTRIENTS,0.849391573
SOLIDS,WATER QUALITY/WATER CHEMISTRY,0.679125375
TOTAL DISSOLVED SOLIDS,SOLIDS,0.88905287
WATER CHARACTERISTICS,WATER QUALITY/WATER CHEMISTRY,0.804657434
BIOCHEMICAL OXYGEN DEMAND (BOD),WATER CHARACTERISTICS,0.758711478
CHLOROPHYLL CONCENTRATIONS,WATER CHARACTERISTICS,0.758711478
LIGHT TRANSMISSION,WATER CHARACTERISTICS,0.758711478
PHOSPHOROUS COMPOUNDS,WATER CHARACTERISTICS,0.758711478
POTABILITY,WATER CHARACTERISTICS,0.758711478
SALINE CONCENTRATION,WATER CHARACTERISTICS,0.758711478
WATER COLOR,WATER CHARACTERISTICS,0.758711478
WATER HARDNESS,WATER CHARACTERISTICS,0.758711478
WATER ION CONCENTRATIONS,WATER CHARACTERISTICS,0.758711478
WATER ODOR,WATER CHARACTERISTICS,0.758711478
WATER TRACE ELEMENTS,WATER CHARACTERISTICS,0.758711478
pH,WATER CHARACTERISTICS,0.758711478
WATER QUALITY INDEXES,WATER QUALITY/WATER CHEMISTRY,0.693282597
GLOBAL DRINKING WATER QUALITY INDEX,WATER QUALITY INDEXES,0.873570489
INDEX OF BIOTIC INTEGRITY,WATER QUALITY INDEXES,0.873570489
NATIONAL SANITATION FOUNDATION WATER QUALITY INDEX,WATER QUALITY INDEXES,0.873570489
TROPHIC STATE INDEX,WATER QUALITY INDEXES,0.873570489
,,0.793380939
