ID,Script_ID,Entity_Type,Value,Value_BAAI
749,script_188200.txt,Function,Classify images based on training data from various land cover types,Classify Images Based On Training Data
750,script_188200.txt,Function,Apply masks to handle water bodies and urban areas in classifications,Apply Mask To Classification Results
751,script_188211.txt,Function,Filter and process Landsat image collections,Filter And Mosaic Landsat Images
752,script_188211.txt,Function,Mask and scale satellite images,Image Masking
753,script_188211.txt,Function,Calculate various water and vegetation indices,Calculate Environmental And Vegetation Indices
754,script_188211.txt,Function,Detect water bodies using index thresholds,Apply Threshold To Identify Water Surface
755,script_188211.txt,Function,Calculate and map SSC from NIR band,Calculate Data For Specific Spectral Bands
756,script_188211.txt,Function,Aggregate and export SSC data for specific regions,Sampling Regions For Test Data
757,script_188211.txt,Function,Perform zonal statistics on SSC data,Calculate Area Statistics
758,script_188217.txt,Function,Masks clouds and shadows in satellite images,Cloud And Shade Masking
759,script_188217.txt,Function,Normalizes satellite image bands for comparison,Image Band Normalization
760,script_188217.txt,Function,Calculates vegetation and water indices,Calculate Environmental And Vegetation Indices
761,script_188217.txt,Function,Generates histograms for image data analysis,Generate Histograms For Image Data Analysis
762,script_188217.txt,Function,Computes area statistics for land cover classes,Calculates And Displays Area For Each Land Cover Category
763,script_188217.txt,Function,Creates time-series composites of satellite images,Creates Time Series Composites Of Satellite Images
764,script_188217.txt,Function,Visualizes multi-temporal satellite data on a map,Visualize Multi-Temporal Satellite Data
765,script_188221.txt,Function,Filter image collection by date and variables,Filter Image Collection By Date
766,script_188221.txt,Function,Calculate mean values of climate variables within a polygon,Compute Mean Values
767,script_188221.txt,Function,Export summarized climate data to CSV,Export Sampled Data
768,script_188221.txt,Function,Visualize specific monthly data on a map,Visualize Temperature Data
769,script_188378.txt,Function,Load and manage agricultural imagery data,Import/Load Data
770,script_188378.txt,Function,Define and utilize multi-polygon geometries for analysis,Define And Utilize Multiple Polygon Geometries For Analysis
771,script_188386.txt,Function,Load and manage agricultural land cover image collections,Visualizing Land Cover
772,script_188386.txt,Function,Define and utilize multiple polygon geometries for analysis,Define And Utilize Multiple Polygon Geometries For Analysis
773,script_188389.txt,Function,Load multiple image collections of crop data,Aggregate Multiple Images
774,script_188389.txt,Function,Define multiple geographic regions for analysis,Define And Utilize Multiple Polygon Geometries For Analysis
775,script_188397.txt,Function,Filter satellite images by date and select attribute,Filter Images By Date
776,script_188397.txt,Function,Add image layer to map for visualization,Layer Addition To Map
777,script_188397.txt,Function,Configure and display a video thumbnail of image collection,Display Selected Images
778,script_188400.txt,Function,Filter satellite images by date range,Filter Images By Date
779,script_188400.txt,Function,Limit the number of images to 100,Limit The Number Of Images
780,script_188400.txt,Function,Clip images to a specific geographic boundary,Clip Images To Specific Geographic Boundaries
781,script_188400.txt,Function,Visualize data using a color palette,Visualize Data With Specific Color Palettes
782,script_188401.txt,Function,Filter image collection by date range,Filter Image Collection By Date
783,script_188401.txt,Function,Limit the number of images to 96,Limit The Number Of Images
784,script_188401.txt,Function,Clip images to a specific polygonal region,Clip Images To A Specific Region
785,script_188401.txt,Function,Visualize temperature data with a custom color palette,Visualize Temperature Data
786,script_188412.txt,Function,Mask clouds and shadows in satellite images,Image Cloud Masking
787,script_188412.txt,Function,Filter image collection by date and region,Filter Image Collection By Date And Region
788,script_188412.txt,Function,Clip images to a specific geometry,Clip Images To A Specific Region
789,script_188412.txt,Function,Calculate median of the image collection,Calculates Median Of Image Collection
790,script_188412.txt,Function,Compute NDVI and map it to fractional vegetation,Computes Normalized Difference Vegetation Index (NDVI)
791,script_188412.txt,Function,Calculate emissivity from fractional vegetation,Compute Emissivity From Vegetation Fraction
792,script_188412.txt,Function,Derive Land Surface Temperature using thermal band,Derive Land Surface Temperature Using Thermal Properties
793,script_188412.txt,Function,Visualize results and export images,Visualize The Processed Data
794,script_188413.txt,Function,Mask clouds and shadows in satellite images,Image Cloud Masking
795,script_188413.txt,Function,Set visualization parameters for image display,Visualization Setup
796,script_188413.txt,Function,Filter image collection by date and region,Filter Image Collection By Date And Region
797,script_188413.txt,Function,Clip images to a specified geometry,Clip Images To A Specific Region
798,script_188413.txt,Function,Calculate median of image collection,Calculates Median Of Image Collection
799,script_188413.txt,Function,Compute NDVI and adjust visualization,Visualize NDVI Results
800,script_188413.txt,Function,List image collection and calculate LST for each image,Calculate Statistical Indicators Of Image Collection
801,script_188413.txt,Function,Reduce region to find minimum and maximum NDVI,Compute Median Of NDVI
802,script_188413.txt,Function,Calculate vegetation fraction from NDVI,Computes Normalized Difference Vegetation Index (NDVI)
803,script_188413.txt,Function,Compute emissivity from vegetation fraction,Compute Emissivity From Vegetation Fraction
804,script_188413.txt,Function,Calculate LST using thermal band and emissivity,Emissivity Calculation
805,script_188413.txt,Function,Export LST data as GeoTIFF,Export Geospatial Data
806,script_188414.txt,Function,Apply cloud mask to remove cloud and shadow affected pixels,Cloud And Shadow Removal
807,script_188414.txt,Function,Filter image collection by date and region,Filter Image Collection By Date And Region
808,script_188414.txt,Function,Clip images to a specific geometry,Clip Images To A Specific Region
809,script_188414.txt,Function,Calculate median of the image collection,Calculates Median Of Image Collection
810,script_188414.txt,Function,Compute NDVI and map it,Compute Median Of NDVI
811,script_188414.txt,Function,Calculate LST using thermal band and emissivity,Emissivity Calculation
812,script_188414.txt,Function,Export LST data to Google Drive,Export Processed Data To Google Drive
813,script_188419.txt,Function,Applies cloud masking to filter out cloudy pixels,Image Cloud Masking
814,script_188419.txt,Function,Filters image collection by date and spatial bounds,Filter Image Collection By Date And Boundaries
815,script_188419.txt,Function,Calculates median of the image collection,Calculates Median Of Image Collection
816,script_188419.txt,Function,Computes Normalized Difference Vegetation Index (NDVI),Computes Normalized Difference Vegetation Index (NDVI)
817,script_188419.txt,Function,Calculates Land Surface Temperature (LST) using NDVI,Derive Land Surface Temperature Using Thermal Properties
818,script_188419.txt,Function,Exports the processed LST data as a GeoTIFF,Export Geospatial Data
819,script_188454.txt,Function,Filter image collection by region and date,Filter Image Collection By Date And Region
820,script_188454.txt,Function,Calculate difference between two dates,Difference Calculation
