Relation_ID,Script_ID,Head_Entity,Relation_Type,Tail_Entity,Head_Entity_update,Tail_Entity_update
479,script_186333.txt,MODIS/006/MOD09Q1,Be_Acted_On,Calculate NDVI from satellite images,MOD09Q1.061 Terra Surface Reflectance 8-Day Global 250m,Compute Median Of NDVI
480,script_186333.txt,MODIS/006/MOD09Q1,Be_Acted_On,Generate multiband image from time-series NDVI,MOD09Q1.061 Terra Surface Reflectance 8-Day Global 250m,Generate Time Series Charts For NDVI
481,script_186333.txt,MODIS/006/MOD09Q1,Be_Acted_On,Sample multiband image for clustering,MOD09Q1.061 Terra Surface Reflectance 8-Day Global 250m,Sampling Image
482,script_186333.txt,MODIS/006/MOD09Q1,Be_Acted_On,Cluster image data into vegetation types,MOD09Q1.061 Terra Surface Reflectance 8-Day Global 250m,Cluster Image Data
483,script_186333.txt,MODIS/006/MOD09Q1,Be_Acted_On,Remap cluster results to simplified classes,MOD09Q1.061 Terra Surface Reflectance 8-Day Global 250m,Remap Cluster Results To Simplified Classes
484,script_186333.txt,MODIS/006/MOD09Q1,Be_Acted_On,Mask and refine classification based on proximity to sugar mills,MOD09Q1.061 Terra Surface Reflectance 8-Day Global 250m,Apply Mask To Classification Results
485,script_186333.txt,MODIS/006/MOD09Q1,Be_Acted_On,Visualize the classification results on a map,MOD09Q1.061 Terra Surface Reflectance 8-Day Global 250m,Generate Visualizations And Statistical Charts For Classification Results
486,script_186334.txt,MODIS/006/MOD09Q1,Be_Acted_On,Filter satellite images by date and clip to a specific region.,MOD09Q1.061 Terra Surface Reflectance 8-Day Global 250m,Filter Images By Date And Region
487,script_186334.txt,MODIS/006/MOD09Q1,Be_Acted_On,Calculate Normalized Difference Vegetation Index (NDVI) for each image.,MOD09Q1.061 Terra Surface Reflectance 8-Day Global 250m,Computes Normalized Difference Vegetation Index (NDVI)
488,script_186334.txt,MODIS/006/MOD09Q1,Be_Acted_On,Compile a time-series of NDVI into a single multiband image.,MOD09Q1.061 Terra Surface Reflectance 8-Day Global 250m,Generate Time Series Charts For NDVI
489,script_186334.txt,MODIS/006/MOD09Q1,Be_Acted_On,Sample the multiband image to create a training dataset for clustering.,MOD09Q1.061 Terra Surface Reflectance 8-Day Global 250m,Sampling Regions For Training Data
490,script_186334.txt,MODIS/006/MOD09Q1,Be_Acted_On,Train a KMeans clusterer on the NDVI data.,MOD09Q1.061 Terra Surface Reflectance 8-Day Global 250m,Train A Clusterer
491,script_186334.txt,MODIS/006/MOD09Q1,Be_Acted_On,Apply the trained clusterer to classify the multiband image.,MOD09Q1.061 Terra Surface Reflectance 8-Day Global 250m,Classify Images Based On Trained Model
492,script_186334.txt,MODIS/006/MOD09Q1,Be_Acted_On,Remap cluster results into meaningful vegetation classes.,MOD09Q1.061 Terra Surface Reflectance 8-Day Global 250m,Remap Cluster Results To Simplified Classes
493,script_186334.txt,MODIS/006/MOD09Q1,Be_Acted_On,Visualize the classification results on a map.,MOD09Q1.061 Terra Surface Reflectance 8-Day Global 250m,Generate Visualizations And Statistical Charts For Classification Results
494,script_186334.txt,users/khoapv/Ranhgioi_DL,Be_Acted_On,Filter satellite images by date and clip to a specific region.,users/khoapv/,Filter Images By Date And Region
495,script_186334.txt,users/khoapv/Ranhgioi_DL,Be_Acted_On,Compile a time-series of NDVI into a single multiband image.,users/khoapv/,Generate Time Series Charts For NDVI
496,script_186334.txt,users/khoapv/Ranhgioi_DL,Be_Acted_On,Refine classification by proximity to sugar mills and merge results.,users/khoapv/,Refine Detection Results
497,script_186334.txt,users/khoapv/Ranhgioi_DL,Be_Acted_On,Visualize the classification results on a map.,users/khoapv/,Generate Visualizations And Statistical Charts For Classification Results
498,script_186338.txt,USGS/SRTMGL1_003,Be_Acted_On,Calculates terrain aspect and slope from DEM data,NASA SRTM Digital Elevation 30m,Terrain Slope Calculation
499,script_186338.txt,USGS/SRTMGL1_003,Be_Acted_On,Filters images based on slope and satellite pass direction,NASA SRTM Digital Elevation 30m,Filter Images by wind conditions
500,script_186338.txt,COPERNICUS/S1_GRD,Be_Acted_On,Filters images based on slope and satellite pass direction,"Sentinel-1 SAR GRD: C-band Synthetic Aperture Radar Ground Range Detected, log scaling",Filter Images by wind conditions
501,script_186338.txt,COPERNICUS/S1_GRD,Be_Acted_On,Models seasonal variations in backscatter signals,"Sentinel-1 SAR GRD: C-band Synthetic Aperture Radar Ground Range Detected, log scaling",Seasonal Filtering
502,script_186338.txt,COPERNICUS/S1_GRD,Be_Acted_On,Removes seasonal backscatter signal components,"Sentinel-1 SAR GRD: C-band Synthetic Aperture Radar Ground Range Detected, log scaling",Seasonal Filtering
503,script_186338.txt,COPERNICUS/S1_GRD,Be_Acted_On,Fits linear regression to detect trends in time series data,"Sentinel-1 SAR GRD: C-band Synthetic Aperture Radar Ground Range Detected, log scaling",Detect Trends In Time Series Data
504,script_186338.txt,COPERNICUS/S1_GRD,Be_Acted_On,Fits step functions to identify abrupt changes,"Sentinel-1 SAR GRD: C-band Synthetic Aperture Radar Ground Range Detected, log scaling",Change Detection
505,script_186338.txt,COPERNICUS/S1_GRD,Be_Acted_On,Identifies spikes in backscatter data over time,"Sentinel-1 SAR GRD: C-band Synthetic Aperture Radar Ground Range Detected, log scaling",Detect Trends In Time Series Data
506,script_186356.txt,COPERNICUS/S1_GRD,Be_Acted_On,"Filter image collection by polarization, pass, mode, date, and region","Sentinel-1 SAR GRD: C-band Synthetic Aperture Radar Ground Range Detected, log scaling",Filter Image Collection By Date And Region
507,script_186356.txt,COPERNICUS/S1_GRD,Be_Acted_On,Apply speckle noise reduction to radar images,"Sentinel-1 SAR GRD: C-band Synthetic Aperture Radar Ground Range Detected, log scaling",Radar Image Noise Reduction
508,script_186356.txt,COPERNICUS/S1_GRD,Be_Acted_On,Generate image composites and calculate ratios and differences,"Sentinel-1 SAR GRD: C-band Synthetic Aperture Radar Ground Range Detected, log scaling",Generate Image Composites
509,script_186356.txt,COPERNICUS/S1_GRD,Be_Acted_On,Sample image properties for classification training,"Sentinel-1 SAR GRD: C-band Synthetic Aperture Radar Ground Range Detected, log scaling",Feature Sampling For Training
510,script_186356.txt,COPERNICUS/S1_GRD,Be_Acted_On,Train a classifier and classify images based on land cover,"Sentinel-1 SAR GRD: C-band Synthetic Aperture Radar Ground Range Detected, log scaling",Training And Sampling For Land Cover Classification
511,script_186356.txt,COPERNICUS/S1_GRD,Be_Acted_On,Visualize classified images with specific color palettes,"Sentinel-1 SAR GRD: C-band Synthetic Aperture Radar Ground Range Detected, log scaling",Visualize Data With Specific Color Palettes
512,script_186365.txt,LANDSAT/LC08/C01/T1_TOA,Be_Acted_On,Filters image collection by location and date,USGS Landsat 8 Collection 2 Tier 1 TOA Reflectance,Filter Image Collection By Date And Region
513,script_186365.txt,LANDSAT/LC08/C01/T1_TOA,Be_Acted_On,Sorts images by cloud cover and selects the first,USGS Landsat 8 Collection 2 Tier 1 TOA Reflectance,Sort Image Collections By Cloud Cover
514,script_186365.txt,LANDSAT/LC08/C01/T1_TOA,Be_Acted_On,Calculates normalized difference for indices,USGS Landsat 8 Collection 2 Tier 1 TOA Reflectance,Calculate Normalized Difference And Other Indices
515,script_186365.txt,LANDSAT/LC08/C01/T1_TOA,Be_Acted_On,Applies mathematical expression for index calculation,USGS Landsat 8 Collection 2 Tier 1 TOA Reflectance,Image Index Calculation
516,script_186365.txt,LANDSAT/LC08/C01/T1_TOA,Be_Acted_On,Performs matrix multiplication for transformation,USGS Landsat 8 Collection 2 Tier 1 TOA Reflectance,Performs Linear Interpolation
517,script_186365.txt,LANDSAT/LC08/C01/T1_TOA,Be_Acted_On,Reduces region to calculate mean values,USGS Landsat 8 Collection 2 Tier 1 TOA Reflectance,Calculates Median Values
518,script_186365.txt,LANDSAT/LC08/C01/T1_TOA,Be_Acted_On,Solves matrix equation for spectral unmixing,USGS Landsat 8 Collection 2 Tier 1 TOA Reflectance,Spectral Unmixing
519,script_186365.txt,LANDSAT/LC08/C01/T1_TOA,Be_Acted_On,Converts RGB to HSV and back to RGB,USGS Landsat 8 Collection 2 Tier 1 TOA Reflectance,Create RGB Composite Image
520,script_186365.txt,LANDSAT/LT5_L1T_TOA,Be_Acted_On,Filters image collection by location and date,USGS Landsat 5 TM Collection 2 Tier 2 TOA Reflectance,Filter Image Collection By Date And Region
521,script_186365.txt,LANDSAT/LT5_L1T_TOA,Be_Acted_On,Sorts images by cloud cover and selects the first,USGS Landsat 5 TM Collection 2 Tier 2 TOA Reflectance,Sort Image Collections By Cloud Cover
522,script_186365.txt,LANDSAT/LT5_L1T_TOA,Be_Acted_On,Performs matrix multiplication for transformation,USGS Landsat 5 TM Collection 2 Tier 2 TOA Reflectance,Performs Linear Interpolation
523,script_186378.txt,users/khoapv/xatong,Be_Acted_On,Filter image collections by date and area,users/khoapv/,Filter Image Collection By Date And Region
524,script_186378.txt,users/khoapv/xatong,Be_Acted_On,Reduce image data to regional statistics,users/khoapv/,Reduction Of Image Regions
525,script_186378.txt,COPERNICUS/S1_GRD,Be_Acted_On,Filter image collections by date and area,"Sentinel-1 SAR GRD: C-band Synthetic Aperture Radar Ground Range Detected, log scaling",Filter Image Collection By Date And Region
526,script_186378.txt,COPERNICUS/S1_GRD,Be_Acted_On,Add time bands to images,"Sentinel-1 SAR GRD: C-band Synthetic Aperture Radar Ground Range Detected, log scaling",Add Date Bands To Images
527,script_186378.txt,COPERNICUS/S1_GRD,Be_Acted_On,Join image collections based on time proximity,"Sentinel-1 SAR GRD: C-band Synthetic Aperture Radar Ground Range Detected, log scaling",Filter Image Collection By Time
528,script_186378.txt,LANDSAT/LC08/C01/T1_SR,Be_Acted_On,Filter image collections by date and area,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Filter Image Collection By Date And Region
529,script_186378.txt,COPERNICUS/S2,Be_Acted_On,Filter image collections by date and area,"Sentinel-2 MSI: MultiSpectral Instrument, Level-1C",Filter Image Collection By Date And Region
530,script_186378.txt,LANDSAT/LC08/C01/T1_SR,Be_Acted_On,Calculate normalized difference vegetation index (NDVI),USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Computes Normalized Difference Vegetation Index (NDVI)
531,script_186378.txt,COPERNICUS/S2,Be_Acted_On,Calculate normalized difference vegetation index (NDVI),"Sentinel-2 MSI: MultiSpectral Instrument, Level-1C",Computes Normalized Difference Vegetation Index (NDVI)
532,script_186378.txt,LANDSAT/LC08/C01/T1_SR,Be_Acted_On,Add time bands to images,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Add Date Bands To Images
533,script_186378.txt,COPERNICUS/S2,Be_Acted_On,Add time bands to images,"Sentinel-2 MSI: MultiSpectral Instrument, Level-1C",Add Date Bands To Images
534,script_186378.txt,LANDSAT/LC08/C01/T1_SR,Be_Acted_On,Join image collections based on time proximity,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Filter Image Collection By Time
535,script_186378.txt,COPERNICUS/S2,Be_Acted_On,Join image collections based on time proximity,"Sentinel-2 MSI: MultiSpectral Instrument, Level-1C",Filter Image Collection By Time
536,script_186380.txt,LANDSAT/LC8_L1T_TOA,Be_Acted_On,Filter image collections by date and location,USGS Landsat 8 Collection 2 Tier 2 TOA Reflectance,Filter Image Collection By Date And Region
537,script_186380.txt,LANDSAT/LC8_L1T_TOA,Be_Acted_On,Clip satellite images to buffered survey areas,USGS Landsat 8 Collection 2 Tier 2 TOA Reflectance,Clip Images To A Specific Region
538,script_186380.txt,LANDSAT/LC8_L1T_TOA,Be_Acted_On,Mask clouds using quality assessment bands,USGS Landsat 8 Collection 2 Tier 2 TOA Reflectance,Quality Masking
539,script_186380.txt,LANDSAT/LC8_L1T_TOA,Be_Acted_On,Calculate normalized difference vegetation index (NDVI),USGS Landsat 8 Collection 2 Tier 2 TOA Reflectance,Computes Normalized Difference Vegetation Index (NDVI)
540,script_186380.txt,LANDSAT/LC8_L1T_TOA,Be_Acted_On,Calculate normalized difference water body index (NDWBI),USGS Landsat 8 Collection 2 Tier 2 TOA Reflectance,Calculate Normalized Difference Water Body Index (NDWBI)
541,script_186380.txt,LANDSAT/LC8_L1T_TOA,Be_Acted_On,Calculate normalized difference water index (NDWI),USGS Landsat 8 Collection 2 Tier 2 TOA Reflectance,Calculates Normalized Difference Water Index (NDWI)
542,script_186380.txt,LANDSAT/LC8_L1T_TOA,Be_Acted_On,Add time as a band to images for temporal analysis,USGS Landsat 8 Collection 2 Tier 2 TOA Reflectance,Add Date Bands To Images
543,script_186380.txt,LANDSAT/LC8_L1T_TOA,Be_Acted_On,Reduce image collections to mean values around survey points,USGS Landsat 8 Collection 2 Tier 2 TOA Reflectance,Reduce Image Collection To Minimum Value
544,script_186380.txt,LANDSAT/LC8_L1T_TOA,Be_Acted_On,Generate monthly averages of spectral indices,USGS Landsat 8 Collection 2 Tier 2 TOA Reflectance,Creating Monthly Composite
545,script_186380.txt,LANDSAT/LE7_L1T_TOA,Be_Acted_On,Filter image collections by date and location,USGS Landsat 7 Collection 2 Tier 2 TOA Reflectance,Filter Image Collection By Date And Region
546,script_186380.txt,LANDSAT/LE7_L1T_TOA,Be_Acted_On,Clip satellite images to buffered survey areas,USGS Landsat 7 Collection 2 Tier 2 TOA Reflectance,Clip Images To A Specific Region
547,script_186380.txt,LANDSAT/LE7_L1T_TOA,Be_Acted_On,Mask clouds using quality assessment bands,USGS Landsat 7 Collection 2 Tier 2 TOA Reflectance,Quality Masking
548,script_186380.txt,LANDSAT/LE7_L1T_TOA,Be_Acted_On,Calculate normalized difference vegetation index (NDVI),USGS Landsat 7 Collection 2 Tier 2 TOA Reflectance,Computes Normalized Difference Vegetation Index (NDVI)
549,script_186380.txt,LANDSAT/LE7_L1T_TOA,Be_Acted_On,Calculate normalized difference water body index (NDWBI),USGS Landsat 7 Collection 2 Tier 2 TOA Reflectance,Calculate Normalized Difference Water Body Index (NDWBI)
550,script_186380.txt,LANDSAT/LE7_L1T_TOA,Be_Acted_On,Calculate normalized difference water index (NDWI),USGS Landsat 7 Collection 2 Tier 2 TOA Reflectance,Calculates Normalized Difference Water Index (NDWI)
551,script_186380.txt,LANDSAT/LE7_L1T_TOA,Be_Acted_On,Add time as a band to images for temporal analysis,USGS Landsat 7 Collection 2 Tier 2 TOA Reflectance,Add Date Bands To Images
552,script_186380.txt,LANDSAT/LE7_L1T_TOA,Be_Acted_On,Reduce image collections to mean values around survey points,USGS Landsat 7 Collection 2 Tier 2 TOA Reflectance,Reduce Image Collection To Minimum Value
553,script_186380.txt,LANDSAT/LE7_L1T_TOA,Be_Acted_On,Generate monthly averages of spectral indices,USGS Landsat 7 Collection 2 Tier 2 TOA Reflectance,Creating Monthly Composite
554,script_186411.txt,LANDSAT/LC08/C01/T1_SR,Be_Acted_On,Composite satellite images to reduce cloud impacts,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Create Image Composites To Minimize Cloud Cover
555,script_186411.txt,LANDSAT/LC08/C01/T1_SR,Be_Acted_On,Classify land cover types using random forest,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Random Forest Classification
556,script_186411.txt,LANDSAT/LC08/C01/T1_SR,Be_Acted_On,Detect changes by comparing pre and post-event images,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Generates Visual Comparisons Of Pre- And Post-Event Images
557,script_186411.txt,LANDSAT/LC08/C01/T1_SR,Be_Acted_On,Calculate Normalized Burn Ratio to assess fire damage,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Calculate Normalized Burn Ratio (NBR) For Images
558,script_186411.txt,LANDSAT/LC08/C01/T1_SR,Be_Acted_On,Perform error matrix analysis for accuracy assessment,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Accuracy Assessment
559,script_186411.txt,LANDSAT/LC08/C01/T1_SR,Be_Acted_On,Compute spectral differences to identify changes,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Performs Image Differencing To Compare Changes
560,script_186418.txt,LANDSAT/LC08/C01/T1_32DAY_NDVI,Be_Acted_On,Calculates NDVI and adds it as a band,"USGS Landsat 8 Level 2, Collection 2, Tier 1",Add NDVI Band To Images
561,script_186418.txt,LANDSAT/LC08/C01/T1_32DAY_NDVI,Be_Acted_On,Computes emissivity based on NDVI,"USGS Landsat 8 Level 2, Collection 2, Tier 1",Emissivity Calculation
562,script_186418.txt,LANDSAT/LC08/C01/T1,Be_Acted_On,Filters image collections by date and spatial bounds,USGS Landsat 8 Collection 2 Tier 1 Raw Scenes,Filter Image Collection By Date And Boundaries
563,script_186418.txt,LANDSAT/LC08/C01/T1_TOA,Be_Acted_On,Filters image collections by date and spatial bounds,USGS Landsat 8 Collection 2 Tier 1 TOA Reflectance,Filter Image Collection By Date And Boundaries
564,script_186418.txt,LANDSAT/LC8_SR,Be_Acted_On,Filters image collections by date and spatial bounds,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Filter Image Collection By Date And Boundaries
565,script_186418.txt,LANDSAT/LC08/C01/T1,Be_Acted_On,Calculates calibrated radiance for thermal bands,USGS Landsat 8 Collection 2 Tier 1 Raw Scenes,Radiance calculation
566,script_186418.txt,LANDSAT/LC08/C01/T1_TOA,Be_Acted_On,Calculates calibrated radiance for thermal bands,USGS Landsat 8 Collection 2 Tier 1 TOA Reflectance,Radiance calculation
567,script_186418.txt,LANDSAT/LC8_SR,Be_Acted_On,Calculates calibrated radiance for thermal bands,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Radiance calculation
568,script_186418.txt,LANDSAT/LC08/C01/T1,Be_Acted_On,Applies cloud scoring and selects specific bands,USGS Landsat 8 Collection 2 Tier 1 Raw Scenes,Select Specific Bands From Images
569,script_186418.txt,LANDSAT/LC08/C01/T1_TOA,Be_Acted_On,Applies cloud scoring and selects specific bands,USGS Landsat 8 Collection 2 Tier 1 TOA Reflectance,Select Specific Bands From Images
570,script_186418.txt,LANDSAT/LC8_SR,Be_Acted_On,Applies cloud scoring and selects specific bands,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Select Specific Bands From Images
571,script_186418.txt,LANDSAT/LC08/C01/T1,Be_Acted_On,Joins two Landsat collections based on acquisition time,USGS Landsat 8 Collection 2 Tier 1 Raw Scenes,"Merge, Harmonize, And Standardize Landsat Image Collections"
572,script_186418.txt,LANDSAT/LC08/C01/T1_TOA,Be_Acted_On,Joins two Landsat collections based on acquisition time,USGS Landsat 8 Collection 2 Tier 1 TOA Reflectance,"Merge, Harmonize, And Standardize Landsat Image Collections"
573,script_186418.txt,LANDSAT/LC8_SR,Be_Acted_On,Joins two Landsat collections based on acquisition time,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,"Merge, Harmonize, And Standardize Landsat Image Collections"
574,script_186418.txt,LANDSAT/LC08/C01/T1,Be_Acted_On,Calculates surface temperature from radiance and brightness temperature,USGS Landsat 8 Collection 2 Tier 1 Raw Scenes,Brightness Temperature Calculation
